"id","eventTime","serverId","map","playerId","message_mode","message"
1314187,"2023-11-11 12:45:33",11,workshop/dom_sawmill_a1.ugc3079795739,71109,1,!cr
1314188,"2023-11-11 12:45:33",11,workshop/dom_sawmill_a1.ugc3079795739,10345,1, this charging demo droping bombs is actualu cool idea
1314184,"2023-11-11 12:45:14",11,workshop/dom_sawmill_a1.ugc3079795739,76317,1,!CR
1314185,"2023-11-11 12:45:14",11,workshop/dom_sawmill_a1.ugc3079795739,9434,1,holy fuck
1314182,"2023-11-11 12:45:14",11,workshop/dom_sawmill_a1.ugc3079795739,66167,1,what
1314183,"2023-11-11 12:45:14",11,workshop/dom_sawmill_a1.ugc3079795739,71109,1,bro we are winning chocy
1314181,"2023-11-11 12:45:14",11,workshop/dom_sawmill_a1.ugc3079795739,74104,1,kappy we are only 6 robots how are we supposed to cap the points faster than them
1314176,"2023-11-11 12:44:33",11,workshop/dom_sawmill_a1.ugc3079795739,74104,1,why did you think this was a good i dea
1314177,"2023-11-11 12:44:33",11,workshop/dom_sawmill_a1.ugc3079795739,76317,1,!CR
1314178,"2023-11-11 12:44:33",11,workshop/dom_sawmill_a1.ugc3079795739,225,1,why is this jump pad so awkward
1314180,"2023-11-11 12:45:02",11,workshop/dom_sawmill_a1.ugc3079795739,74104,1,!cr
1314179,"2023-11-11 12:44:34",11,workshop/dom_sawmill_a1.ugc3079795739,71017,2,!cr
1314175,"2023-11-11 12:44:28",11,workshop/dom_sawmill_a1.ugc3079795739,71109,1,BOXING HEAVY
1314174,"2023-11-11 12:44:28",11,workshop/dom_sawmill_a1.ugc3079795739,74104,1,this totally isn'T human sided
1314173,"2023-11-11 12:44:25",11,workshop/dom_sawmill_a1.ugc3079795739,10345,2," ok, i was running onto it, "
1314169,"2023-11-11 12:44:22",11,workshop/dom_sawmill_a1.ugc3079795739,256,1,the only good version of sawmill are arena and pd mode
1314170,"2023-11-11 12:44:22",11,workshop/dom_sawmill_a1.ugc3079795739,506,1,jump onto the cannons?
1314171,"2023-11-11 12:44:22",11,workshop/dom_sawmill_a1.ugc3079795739,76317,1,!CR
1314172,"2023-11-11 12:44:25",11,workshop/dom_sawmill_a1.ugc3079795739,71017,2,!cr
1314167,"2023-11-11 12:44:21",11,workshop/dom_sawmill_a1.ugc3079795739,11529,1,do the saws oneshot the robots?
1314168,"2023-11-11 12:44:21",11,workshop/dom_sawmill_a1.ugc3079795739,10345,2,this jump thing dont work on me
1314166,"2023-11-11 12:44:19",11,workshop/dom_sawmill_a1.ugc3079795739,225,1,the saws are the feature 
1314163,"2023-11-11 12:44:01",11,workshop/dom_sawmill_a1.ugc3079795739,74104,1,WHY DIDN'T YOU REMOVE THE SAWS
1314164,"2023-11-11 12:44:02",11,workshop/dom_sawmill_a1.ugc3079795739,56857,1,hows boss coisn gona work
1314165,"2023-11-11 12:44:02",11,workshop/dom_sawmill_a1.ugc3079795739,56857,1,asddasd
1314157,"2023-11-11 12:43:50",11,workshop/dom_sawmill_a1.ugc3079795739,67668,1,go all engi
1314158,"2023-11-11 12:43:50",11,workshop/dom_sawmill_a1.ugc3079795739,67668,1,and win
1314159,"2023-11-11 12:43:50",11,workshop/dom_sawmill_a1.ugc3079795739,67668,1,(bot team)
1314160,"2023-11-11 12:43:57",11,workshop/dom_sawmill_a1.ugc3079795739,223,1,"oh, it's standin"
1314161,"2023-11-11 12:43:59",11,workshop/dom_sawmill_a1.ugc3079795739,71017,2,!cr
1314162,"2023-11-11 12:44:01",11,workshop/dom_sawmill_a1.ugc3079795739,56857,1,wait
1314154,"2023-11-11 12:42:32",11,workshop/dom_sawmill_a1.ugc3079795739,2,1,i had to manually start it
1314155,"2023-11-11 12:42:32",11,workshop/dom_sawmill_a1.ugc3079795739,71109,1,LESS GO
1311323,"2023-10-28 10:59:09",11,workshop/pl_calamity_mm_b5a.ugc2897811023,67668,1,GETTING KILLED LONG RANGE
1311322,"2023-10-28 10:59:09",11,workshop/pl_calamity_mm_b5a.ugc2897811023,2,1,PLANNED
1311321,"2023-10-28 10:59:09",11,workshop/pl_calamity_mm_b5a.ugc2897811023,67668,1,I WAS LIKE
1311320,"2023-10-28 10:59:09",11,workshop/pl_calamity_mm_b5a.ugc2897811023,67668,1,SHREDDER MADE ME IMMOBILE
1311319,"2023-10-28 10:59:09",11,workshop/pl_calamity_mm_b5a.ugc2897811023,71017,1,please
1311316,"2023-10-28 10:59:06",11,workshop/pl_calamity_mm_b5a.ugc2897811023,70609,2,ggs
1311317,"2023-10-28 10:59:06",11,workshop/pl_calamity_mm_b5a.ugc2897811023,83573,2,nice
1311318,"2023-10-28 10:59:09",11,workshop/pl_calamity_mm_b5a.ugc2897811023,71017,1,vote 2
1311405,"2023-10-28 11:09:54",11,workshop/ad_process_a10.ugc2910353343,70609,2,no :))
1311394,"2023-10-28 11:09:44",11,workshop/ad_process_a10.ugc2910353343,27950,1,!cr
1311395,"2023-10-28 11:09:46",11,workshop/ad_process_a10.ugc2910353343,78412,1,!cr
1311396,"2023-10-28 11:09:48",11,workshop/ad_process_a10.ugc2910353343,78412,1,u!mt
1311397,"2023-10-28 11:09:48",11,workshop/ad_process_a10.ugc2910353343,78412,2,!mt
1311398,"2023-10-28 11:09:52",11,workshop/ad_process_a10.ugc2910353343,71017,1,scout's killin it
1311399,"2023-10-28 11:09:52",11,workshop/ad_process_a10.ugc2910353343,67668,2,enigmus if you want you can switch to southern hospitality
1311400,"2023-10-28 11:09:52",11,workshop/ad_process_a10.ugc2910353343,67668,2, i can upgrade your dispenser
1311401,"2023-10-28 11:09:52",11,workshop/ad_process_a10.ugc2910353343,71017,1,fuck em up scout
1311402,"2023-10-28 11:09:54",11,workshop/ad_process_a10.ugc2910353343,70657,2,CRIT STICKIES
1311403,"2023-10-28 11:09:54",11,workshop/ad_process_a10.ugc2910353343,70657,2,WATCH OUT
1314156,"2023-11-11 12:43:49",11,workshop/dom_sawmill_a1.ugc3079795739,67668,1,hey guys
1314151,"2023-11-11 12:42:27",11,workshop/dom_sawmill_a1.ugc3079795739,2,1,!join
1314152,"2023-11-11 12:42:27",11,workshop/dom_sawmill_a1.ugc3079795739,52846,1,airblasting bots into saws is instakill?
1314153,"2023-11-11 12:42:32",11,workshop/dom_sawmill_a1.ugc3079795739,56857,1,good lord
1314150,"2023-11-11 12:42:27",11,workshop/dom_sawmill_a1.ugc3079795739,56857,1,nvm it works
1314148,"2023-11-11 12:42:27",11,workshop/dom_sawmill_a1.ugc3079795739,56857,1,wait
1314149,"2023-11-11 12:42:27",11,workshop/dom_sawmill_a1.ugc3079795739,71017,1,!join
1314145,"2023-11-11 12:40:30",11,workshop/dom_sawmill_a1.ugc3079795739,11529,2,Sniper!
1314147,"2023-11-11 12:40:32",11,workshop/dom_sawmill_a1.ugc3079795739,11529,1,manncannons??
1314146,"2023-11-11 12:40:32",11,workshop/dom_sawmill_a1.ugc3079795739,71109,1,it works
1314141,"2023-11-11 12:40:13",11,workshop/dom_sawmill_a1.ugc3079795739,56857,1,Dom?
1314142,"2023-11-11 12:40:24",11,workshop/dom_sawmill_a1.ugc3079795739,56857,1,oh wait
1314143,"2023-11-11 12:40:24",11,workshop/dom_sawmill_a1.ugc3079795739,56857,1,its 3 cp
1314144,"2023-11-11 12:40:27",11,workshop/dom_sawmill_a1.ugc3079795739,71017,1,crouch on the manncannons to properly boost
1314140,"2023-11-11 12:40:13",11,workshop/dom_sawmill_a1.ugc3079795739,74104,1,kappy just why
1314138,"2023-11-11 12:39:42",11,workshop/dom_sawmill_a1.ugc3079795739,74104,1,why
1314139,"2023-11-11 12:39:43",11,workshop/dom_sawmill_a1.ugc3079795739,71109,1,GOD I HOPE I CAN BE A ROBOT
1314137,"2023-11-11 12:39:40",11,workshop/dom_sawmill_a1.ugc3079795739,74104,1,why
1314136,"2023-11-11 12:39:39",11,workshop/dom_sawmill_a1.ugc3079795739,74104,1,no
1314135,"2023-11-11 12:39:38",11,workshop/dom_sawmill_a1.ugc3079795739,76317,1,!join
1314134,"2023-11-11 12:39:32",11,workshop/dom_sawmill_a1.ugc3079795739,71109,1,!join
1314133,"2023-11-11 12:37:52",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,AFK WHOLE MATCH AND WALK TO CART
1314132,"2023-11-11 12:37:49",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,223,1,and the cart pushed me into the air :D
1314131,"2023-11-11 12:37:45",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,9434,1,good job
1314130,"2023-11-11 12:37:43",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,EVEN WITH THE SENTRY
1314127,"2023-11-11 12:37:35",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,LMAO
1314128,"2023-11-11 12:37:38",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,I JUST WALKED UP TO THE CART
1314129,"2023-11-11 12:37:43",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,10345,1, lol funny demo
1314126,"2023-11-11 12:37:19",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,39003,1,!cr
1314124,"2023-11-11 12:36:39",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,Boss 500
1314125,"2023-11-11 12:36:48",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,76317,1,!CR
1314123,"2023-11-11 12:36:38",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,!cr
1314121,"2023-11-11 12:33:36",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,!cr
1314122,"2023-11-11 12:34:23",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71109,1,o
1314120,"2023-11-11 12:33:07",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314118,"2023-11-11 12:33:06",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,76317,1,!CR
1314119,"2023-11-11 12:33:06",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71017,1,PLACE THE TELE
1314116,"2023-11-11 12:33:06",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,2,Sniper!
1314117,"2023-11-11 12:33:06",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,10345,2,engi plz built normal tp
1314115,"2023-11-11 12:33:06",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,2,Sniper!
1314114,"2023-11-11 12:33:05",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71109,1,!toggleinfo
1314112,"2023-11-11 12:32:59",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,BRO WHY DO I ALWAYS GET STUCK IN SOMEONE
1314113,"2023-11-11 12:33:05",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,!cr
1314111,"2023-11-11 12:32:44",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,76317,1,!CR
1314108,"2023-11-11 12:30:42",11,"",76317,1,!CR
1314109,"2023-11-11 12:32:36",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,39003,1,!cr
1314110,"2023-11-11 12:32:44",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,!cr
1314107,"2023-11-11 12:29:43",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,2,Sniper!
1314106,"2023-11-11 12:29:16",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,76317,1,!CR
1314105,"2023-11-11 12:29:08",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,76317,1,!CR\
1314104,"2023-11-11 12:28:56",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314102,"2023-11-11 12:28:21",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,76317,1,!CR
1314103,"2023-11-11 12:28:29",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,!cr
1314101,"2023-11-11 12:28:01",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,256,1,snipernazi near point
1314100,"2023-11-11 12:27:27",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,1,its only natural
1314099,"2023-11-11 12:27:05",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,"4 grenades in the form of a penis flying towards a robot"
1314098,"2023-11-11 12:26:52",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314097,"2023-11-11 12:26:52",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bit
1314095,"2023-11-11 12:26:11",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,!cr
1314093,"2023-11-11 12:26:10",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,1,!join
1314096,"2023-11-11 12:26:51",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,76317,1,!CR
1314094,"2023-11-11 12:26:11",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,256,2,Sniper!
1314092,"2023-11-11 12:26:10",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,1,!join
1314090,"2023-11-11 12:25:44",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,1,dasdad
1314091,"2023-11-11 12:26:10",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,"1 sydney sleeper sniper can perma piss a bot"
1314089,"2023-11-11 12:25:39",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,506,1,"4 is all of the above"
1314088,"2023-11-11 12:25:39",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71109,1,with 2 yes its more no sided
1314086,"2023-11-11 12:25:38",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,"3. yes"
1314087,"2023-11-11 12:25:38",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,223,1,which one is it?
1314085,"2023-11-11 12:25:35",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,"2. yes"
1314084,"2023-11-11 12:25:35",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,1,same energy
1314083,"2023-11-11 12:25:35",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71109,1,YES
1314082,"2023-11-11 12:25:35",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71109,1,YES
1314081,"2023-11-11 12:25:14",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,39003,1,!cr
1314080,"2023-11-11 12:25:14",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,25413,1,od zajebania
1314079,"2023-11-11 12:25:14",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314078,"2023-11-11 12:25:12",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,2,Sniper!
1314076,"2023-11-11 12:25:11",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71109,1,GO 4
1314077,"2023-11-11 12:25:12",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71109,1,!join
1314075,"2023-11-11 12:23:43",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,7268,2,"gotta eat, cya, that was fun"
1314074,"2023-11-11 12:23:43",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71109,1,"4"
1314073,"2023-11-11 12:23:06",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71109,1,LESS GO
1314072,"2023-11-11 12:23:00",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,7268,2,wp!
1314071,"2023-11-11 12:23:00",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,1,gg
1314070,"2023-11-11 12:23:00",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,256,1,gg
1314068,"2023-11-11 12:22:46",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,Stay on the bomb
1314069,"2023-11-11 12:22:58",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71017,2,!cr
1314067,"2023-11-11 12:22:19",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314066,"2023-11-11 12:22:16",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!botr
1314065,"2023-11-11 12:22:15",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71017,2,!cr
1314064,"2023-11-11 12:21:45",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,25413,2,"3"
1314062,"2023-11-11 12:21:07",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,39003,1,!cr
1314063,"2023-11-11 12:21:37",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,25413,2,"2 soldier banners"
1314061,"2023-11-11 12:21:06",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71017,2,!cr
1314060,"2023-11-11 12:20:53",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,i always underrestimate the 10km fireball explosion
1314059,"2023-11-11 12:20:39",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,try to stun him
1314058,"2023-11-11 12:20:36",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,tank
1314057,"2023-11-11 12:20:35",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314056,"2023-11-11 12:20:26",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,39003,1,!cr
1314055,"2023-11-11 12:19:47",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314054,"2023-11-11 12:19:46",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,Paladin
1314053,"2023-11-11 12:19:27",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71017,2,!cr
1314052,"2023-11-11 12:19:20",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,shreder half
1314050,"2023-11-11 12:18:41",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,76317,1,!CR
1314051,"2023-11-11 12:18:55",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,76317,1,!CR
1314049,"2023-11-11 12:18:13",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314047,"2023-11-11 12:17:43",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,39003,1,!cr
1314048,"2023-11-11 12:17:51",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,39003,1,!cr
1314045,"2023-11-11 12:17:17",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,10345,1, get rekt :D
1314046,"2023-11-11 12:17:27",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70739,1,my sentry gets 3 shot by a fuckin melee robot
1314044,"2023-11-11 12:17:17",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,1,most close range are below 50%
1314043,"2023-11-11 12:17:17",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70739,1,bruh
1314041,"2023-11-11 12:16:56",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,Side
1314042,"2023-11-11 12:17:06",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,1,sentry dmg rework
1314040,"2023-11-11 12:16:55",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70739,1,when did the demoknight robot start being able to deal damage against sentries?
1314039,"2023-11-11 12:16:40",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,also braniac
1314038,"2023-11-11 12:16:38",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,Tp on ground
1314037,"2023-11-11 12:16:03",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314036,"2023-11-11 12:16:01",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,uuh
1314034,"2023-11-11 12:15:37",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,1,/c
1314035,"2023-11-11 12:15:45",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314033,"2023-11-11 12:15:36",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,finally
1314032,"2023-11-11 12:15:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,76317,1,!CR
1314031,"2023-11-11 12:15:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,Kill heavy already
1314030,"2023-11-11 12:15:18",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71017,2,!cr
1314029,"2023-11-11 12:14:45",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,256,1,with southern hospitality
1314028,"2023-11-11 12:14:25",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71109,1,how do u get the other dispenser?
1314027,"2023-11-11 12:14:25",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,it is just a 500 dmg shotgun
1314026,"2023-11-11 12:14:25",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,506,1,it does as much damage from far away as from close
1314025,"2023-11-11 12:14:20",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,it is
1314024,"2023-11-11 12:13:51",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,1,im treating the iron bomber like a shotgun
1314023,"2023-11-11 12:13:19",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,HEAYV
1314022,"2023-11-11 12:13:18",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,batt
1314021,"2023-11-11 12:13:17",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,1,i keep blowing myself up with iron bomber
1314020,"2023-11-11 12:12:59",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,76317,1,!CR
1314019,"2023-11-11 12:12:59",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71017,2,!cr
1314018,"2023-11-11 12:12:31",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314017,"2023-11-11 12:12:26",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,1,gotta be prepared
1314014,"2023-11-11 12:12:04",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,2,either all snipers or 2
1314015,"2023-11-11 12:12:04",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,1,and hey you never know
1314016,"2023-11-11 12:12:26",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,1,"3 snipers might not be enough"
1314013,"2023-11-11 12:12:04",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,225,2,"you're right, we need 2 more to make it 6"
1314012,"2023-11-11 12:11:59",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,2,we don't need 4 snipers
1314009,"2023-11-11 12:11:56",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,9434,1,truly
1314011,"2023-11-11 12:11:56",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,506,2,Sniper!
1314010,"2023-11-11 12:11:56",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,10345,2,we need more med power
1314008,"2023-11-11 12:11:56",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,1,i blewed up
1314007,"2023-11-11 12:11:56",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,9434,1,litshoes wtf what that lmao
1314006,"2023-11-11 12:11:34",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,76317,1,!CR
1314002,"2023-11-11 12:11:26",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70739,2,then they can't cap
1314003,"2023-11-11 12:11:27",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,225,2,it's hard to ignore tanks when they're up in your face
1314004,"2023-11-11 12:11:28",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71017,2,!cr
1314005,"2023-11-11 12:11:28",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,2,but it's hard for thanks to do shit when they are milked and marked
1311404,"2023-10-28 11:09:54",11,workshop/ad_process_a10.ugc2910353343,70739,2,kappy you ruined my fun :(
1311392,"2023-10-28 11:09:42",11,workshop/ad_process_a10.ugc2910353343,27950,1,!cr
1311393,"2023-10-28 11:09:43",11,workshop/ad_process_a10.ugc2910353343,78412,1,!cr
1311391,"2023-10-28 11:09:42",11,workshop/ad_process_a10.ugc2910353343,70988,2,someone go big joey
1311390,"2023-10-28 11:09:30",11,workshop/ad_process_a10.ugc2910353343,70988,2,wait
1311388,"2023-10-28 11:09:29",11,workshop/ad_process_a10.ugc2910353343,70609,2,!volunteer
1311389,"2023-10-28 11:09:30",11,workshop/ad_process_a10.ugc2910353343,78412,1,!cr
1314001,"2023-11-11 12:11:25",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314000,"2023-11-11 12:11:21",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70739,2,kill the guys that aren't tanks
1313999,"2023-11-11 12:10:56",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,76317,1,!CR
1313998,"2023-11-11 12:10:56",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,506,1,does nothing but persian stun?
1313997,"2023-11-11 12:10:55",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,but milk is still 5x better
1313996,"2023-11-11 12:10:50",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,1,crit a cola too
1313994,"2023-11-11 12:10:47",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,1,!cr
1313995,"2023-11-11 12:10:48",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,1,pistols already have buff
1313993,"2023-11-11 12:10:47",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,39003,1,!cr
1313992,"2023-11-11 12:10:47",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1313991,"2023-11-11 12:10:47",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,2,CART BOYS
1313990,"2023-11-11 12:10:47",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,1,why dont we buff all the other scout secondaries then
1313989,"2023-11-11 12:10:47",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,but that it overshadows every other weapon scout has means it is still op
1313987,"2023-11-11 12:10:37",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,which feels like a millisecond^
1313988,"2023-11-11 12:10:43",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,especially if said milked bot is being healed
1313986,"2023-11-11 12:10:19",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,2,CART?!?!
1313985,"2023-11-11 12:10:19",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,1,its only 4 sec now
1313984,"2023-11-11 12:10:19",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,1,yeah but
1313983,"2023-11-11 12:10:19",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,the same with piss
1313982,"2023-11-11 12:10:19",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,the fan o war and ''milk'' are 10x better than everything else scout has
1313981,"2023-11-11 12:10:18",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,39003,1,!cr
1313979,"2023-11-11 12:09:41",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,10345,1, this spy was cool
1313980,"2023-11-11 12:10:15",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,1,why cant i switch loadouts
1313978,"2023-11-11 12:09:40",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,he was removed LONG ago
1313977,"2023-11-11 12:09:40",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,506,2,Sniper!
1313975,"2023-11-11 12:09:40",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,506,2,Sniper!
1313976,"2023-11-11 12:09:40",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,1,due navmesh
1313972,"2023-11-11 12:09:40",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,506,2,Sniper!
1313974,"2023-11-11 12:09:40",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71017,1,got reworked into trickster
