"id","eventTime","serverId","map","playerId","victimId","actionId","bonus","pos_x","pos_y","pos_z","pos_victim_x","pos_victim_y","pos_victim_z"
3369047,"2023-12-11 11:40:56",4,pl_borneo,70988,3288,16,1,-353,-4998,-220,-313,-4942,-309
3369048,"2023-12-11 11:40:58",4,pl_borneo,70988,256,16,1,-335,-5032,-337,-965,-4792,-287
3369049,"2023-12-11 11:41:07",4,pl_borneo,223,70988,49,0,-365,-4635,-214,-205,-5025,-339
3369050,"2023-12-11 11:41:21",4,pl_borneo,9434,198,72,0,-1456,-4947,-154,-1432,-4774,-224
3369051,"2023-12-11 11:41:22",4,pl_borneo,223,75248,49,0,-396,-3973,-332,-676,-4776,-434
3369052,"2023-12-11 11:41:23",4,pl_borneo,75248,223,16,1,-677,-4797,-420,-408,-3983,-336
3369053,"2023-12-11 11:41:26",4,pl_borneo,78482,67668,16,1,-215,-3918,-295,-410,-3764,-236
3369054,"2023-12-11 11:41:36",4,pl_borneo,78482,67668,21,0,,,,,,
3369055,"2023-12-11 11:41:37",4,pl_borneo,78482,12279,16,1,-215,-3907,-293,-708,-4413,-405
3369056,"2023-12-11 11:41:48",4,pl_borneo,9434,3288,72,0,-37,-4312,-192,137,-4107,-192
3369057,"2023-12-11 11:41:48",4,pl_borneo,9434,27950,72,0,-37,-4312,-192,39,-4249,-192
3369058,"2023-12-11 11:41:52",4,pl_borneo,201,75248,16,1,86,-4383,-191,-235,-3750,-282
3369059,"2023-12-11 11:41:55",4,pl_borneo,201,9434,16,1,96,-4335,-191,-70,-4323,-191
3369060,"2023-12-11 11:42:11",4,pl_borneo,2,198,59,0,-1491,-4771,-153,-1330,-4321,-288
3369061,"2023-12-11 11:42:14",4,pl_borneo,223,12279,49,0,-303,-4063,-340,-253,-4598,-310
3369062,"2023-12-11 11:42:16",4,pl_borneo,27950,12279,16,1,-436,-3446,-233,-239,-4650,-295
3369063,"2023-12-11 11:42:17",4,pl_borneo,223,67668,49,0,-507,-3371,-211,-751,-3394,-187
3369064,"2023-12-11 11:42:19",4,pl_borneo,223,67668,49,0,-248,-3375,-252,-873,-3628,-118
3369065,"2023-12-11 11:42:44",4,pl_borneo,27950,83016,16,1,109,-4093,-166,-185,-3887,-285
3369066,"2023-12-11 11:42:46",4,pl_borneo,201,474,16,1,-78,-3990,-253,-345,-4866,-207
3369067,"2023-12-11 11:42:48",4,pl_borneo,201,562,16,1,-12,-3978,-251,-583,-4776,-408
3369068,"2023-12-11 11:42:49",4,pl_borneo,201,562,20,0,,,,,,
3369069,"2023-12-11 11:43:02",4,pl_borneo,3288,9434,16,1,-301,-3922,-306,-663,-4770,-256
3369070,"2023-12-11 11:43:06",4,pl_borneo,70988,27950,16,1,-442,-5888,-543,-456,-3895,-319
3369071,"2023-12-11 11:43:08",4,pl_borneo,223,83016,49,0,-259,-4286,-376,-887,-4710,-288
3369072,"2023-12-11 11:43:11",4,pl_borneo,201,83016,16,1,-1008,-4747,-287,-888,-4738,-287
3369073,"2023-12-11 11:43:40",4,pl_borneo,3288,12279,16,1,-383,-4922,-300,77,-5513,-465
3369074,"2023-12-11 11:43:56",4,pl_borneo,9434,3288,29,5,,,,,,
3369075,"2023-12-11 11:43:59",4,pl_borneo,9434,3288,48,5,-337,-4444,-357,-408,-4548,-255
3369076,"2023-12-11 11:44:02",4,pl_borneo,474,201,16,1,-431,-4754,-234,-146,-3801,-274
3369077,"2023-12-11 11:44:03",4,pl_borneo,223,9434,49,0,49,-3884,-256,-569,-4006,-350
3369078,"2023-12-11 11:44:22",4,pl_borneo,10345,67668,16,1,381,-4491,-191,-445,-3658,-263
3369079,"2023-12-11 11:44:22",4,pl_borneo,198,67668,20,0,,,,,,
3369080,"2023-12-11 11:44:36",4,pl_borneo,562,198,16,1,-655,-3452,-189,-56,-3864,-229
3369081,"2023-12-11 11:44:36",4,pl_borneo,2,198,21,0,,,,,,
3369082,"2023-12-11 11:44:41",4,pl_borneo,3288,2,16,1,162,-4191,-191,-584,-3375,-192
3369083,"2023-12-11 11:44:42",4,pl_borneo,78482,2,49,0,220,-4415,-192,-584,-3375,-193
3369084,"2023-12-11 11:44:46",4,pl_borneo,10345,9434,16,1,265,-4394,-191,429,-4186,-191
3369085,"2023-12-11 11:44:48",4,pl_borneo,12279,3288,16,1,-550,-4290,-411,-57,-3916,-210
3369086,"2023-12-11 11:45:15",4,pl_borneo,223,75248,49,0,395,-3932,-234,-519,-3400,-207
3369087,"2023-12-11 11:45:26",4,pl_borneo,223,67668,49,0,531,-4130,-192,382,-3753,-216
3369088,"2023-12-11 11:46:14",4,pl_borneo,67668,256,16,1,448,-3949,-219,154,-4326,-191
3369089,"2023-12-11 11:46:14",4,pl_borneo,78482,70988,72,0,327,-4208,-192,443,-4154,-192
3369090,"2023-12-11 11:46:15",4,pl_borneo,78482,67668,72,0,327,-4208,-192,412,-4074,-186
3369091,"2023-12-11 11:46:17",4,pl_borneo,70988,10345,16,1,407,-4247,-172,319,-4386,-191
3369092,"2023-12-11 11:46:19",4,pl_borneo,78482,67668,72,0,380,-4063,-192,449,-3984,-193
3369093,"2023-12-11 11:46:21",4,pl_borneo,70988,78482,16,1,414,-4053,-191,418,-3987,-197
3369094,"2023-12-11 11:46:23",4,pl_borneo,2,198,59,0,263,-3612,-256,565,-4168,-192
3369095,"2023-12-11 11:46:24",4,pl_borneo,223,67668,49,0,672,-4325,-192,442,-4002,-192
3369096,"2023-12-11 11:46:25",4,pl_borneo,9434,198,29,5,,,,,,
3369097,"2023-12-11 11:46:27",4,pl_borneo,2,198,16,1,168,-3672,-255,915,-4151,-159
3369098,"2023-12-11 11:46:34",4,pl_borneo,201,9434,16,1,964,-4248,-159,1158,-4439,-159
3369099,"2023-12-11 11:47:05",4,pl_borneo,223,474,49,0,614,-4410,-192,438,-4490,-192
3369100,"2023-12-11 11:47:08",4,pl_borneo,201,474,16,1,448,-4399,-191,319,-4325,-191
3369101,"2023-12-11 11:47:08",4,pl_borneo,223,474,20,0,,,,,,
3369102,"2023-12-11 11:47:11",4,pl_borneo,2,223,59,0,1801,-3210,-254,1567,-3019,-389
3369103,"2023-12-11 11:47:19",4,pl_borneo,78482,67668,82,2,1653,-2167,-118,1680,-3310,-256
3369104,"2023-12-11 11:47:19",4,pl_borneo,78482,67668,82,2,1701,-2112,-128,1682,-3247,-255
3369105,"2023-12-11 11:47:22",4,pl_borneo,2,256,20,0,,,,,,
3369106,"2023-12-11 11:47:22",4,pl_borneo,78482,67668,82,2,1736,-1953,-128,1688,-3098,-241
3369107,"2023-12-11 11:47:50",4,pl_borneo,10345,83016,16,1,923,-1506,-31,913,-2439,-63
3369108,"2023-12-11 11:47:56",4,pl_borneo,78482,9434,49,0,1667,-2078,-123,1523,-2941,-201
3369109,"2023-12-11 11:48:00",4,pl_borneo,223,75248,49,0,1658,-1865,-128,1581,-2619,-128
3369110,"2023-12-11 11:48:04",4,pl_borneo,223,9434,49,0,1483,-1810,-128,1683,-2242,-118
3369111,"2023-12-11 11:48:07",4,pl_borneo,223,75248,49,0,1386,-1824,-128,1546,-2496,-127
3369112,"2023-12-11 11:48:10",4,pl_borneo,223,9434,16,1,1199,-1785,-31,1702,-2207,-70
3369113,"2023-12-11 11:48:35",4,pl_borneo,78482,67668,82,2,1291,-1047,-128,1741,-2048,-126
3369114,"2023-12-11 11:48:36",4,pl_borneo,78482,67668,82,2,1291,-1047,-128,1741,-2048,-126
3369115,"2023-12-11 11:48:36",4,pl_borneo,78482,67668,82,2,1245,-969,-128,1597,-1990,-128
3369116,"2023-12-11 11:48:39",4,pl_borneo,78482,70988,49,0,1443,-1134,-128,1585,-2361,-128
3369117,"2023-12-11 11:48:54",4,pl_borneo,78482,75248,49,0,775,-761,-127,1569,-1392,-128
3369118,"2023-12-11 11:49:07",4,pl_borneo,223,83016,49,0,84,-1291,128,540,-2072,-64
3369119,"2023-12-11 11:49:08",4,pl_borneo,78482,75248,49,0,569,-653,-105,1256,-1011,-128
3369120,"2023-12-11 11:49:15",4,pl_borneo,49173,67668,82,2,280,-953,128,426,-1940,-56
3369121,"2023-12-11 11:49:15",4,pl_borneo,49173,474,83,2,280,-953,128,1404,-1780,-128
3369122,"2023-12-11 11:49:16",4,pl_borneo,223,67668,49,0,199,-1174,128,514,-1815,0
3369123,"2023-12-11 11:49:17",4,pl_borneo,78482,75248,49,0,394,-718,-126,1013,-800,-126
3369124,"2023-12-11 11:49:19",4,pl_borneo,201,67668,16,1,3,-1548,-31,535,-1862,43
3369125,"2023-12-11 11:49:37",4,pl_borneo,256,75248,16,1,-133,-1014,-31,661,-698,-121
3369126,"2023-12-11 11:49:40",4,pl_borneo,2,3288,16,1,1221,-1047,-123,1268,-1144,-127
3369127,"2023-12-11 11:49:43",4,pl_borneo,78482,474,72,0,1018,-801,28,1006,-716,-32
3369128,"2023-12-11 11:49:45",4,pl_borneo,474,78482,16,1,952,-762,-56,1019,-825,41
3369129,"2023-12-11 11:49:47",4,pl_borneo,78482,9434,16,1,1013,-796,36,1015,-858,-124
3369130,"2023-12-11 11:49:48",4,pl_borneo,223,2,49,0,1151,-953,-124,1510,-1112,-128
3369131,"2023-12-11 11:49:50",4,pl_borneo,223,2,49,0,1323,-1097,-128,1387,-1326,-128
3369132,"2023-12-11 11:49:51",4,pl_borneo,2,223,59,0,1387,-1326,-114,1354,-1076,-128
3369133,"2023-12-11 11:50:14",4,pl_badwater,223,474,49,0,800,-1488,-32,613,-1347,106
3369134,"2023-12-11 11:50:32",4,pl_badwater,474,223,16,1,600,-1114,207,600,-1293,166
3369135,"2023-12-11 11:50:32",4,pl_badwater,70988,223,21,0,,,,,,
3369136,"2023-12-11 11:50:32",4,pl_badwater,474,223,21,0,,,,,,
3369137,"2023-12-11 11:50:49",4,pl_badwater,78482,75248,49,0,227,-710,-125,1105,-951,-115
3369138,"2023-12-11 11:50:53",4,pl_badwater,78482,562,49,0,341,-680,-117,1468,-1227,-128
3369139,"2023-12-11 11:50:55",4,pl_badwater,78482,75248,49,0,380,-698,-126,1317,-1098,-128
3369140,"2023-12-11 11:51:11",4,pl_badwater,78482,75248,49,0,508,-624,-96,1438,-1268,-128
3369141,"2023-12-11 11:51:13",4,pl_badwater,201,75248,16,1,908,-875,-126,1454,-1279,-110
3369142,"2023-12-11 11:51:17",4,pl_badwater,201,70988,16,1,1291,-1016,-127,1520,-1431,-70
3369143,"2023-12-11 11:51:22",4,pl_badwater,201,562,16,1,1458,-1165,-127,1406,-1639,-127
3369144,"2023-12-11 11:51:47",4,pl_badwater,201,83016,16,1,772,-1803,-31,892,-1731,-31
3369145,"2023-12-11 11:52:23",4,pl_badwater,201,2,16,1,506,-635,-100,622,-655,-103
3369146,"2023-12-11 11:52:24",4,pl_badwater,256,2,21,0,,,,,,
3369147,"2023-12-11 11:52:24",4,pl_badwater,201,2,21,0,,,,,,
3369148,"2023-12-11 11:52:35",4,pl_badwater,201,562,16,1,1600,-1207,-127,1208,-1568,-127
3369149,"2023-12-11 11:52:38",4,pl_badwater,12279,49173,16,1,-401,2460,-127,-74,1933,-127
3369150,"2023-12-11 11:52:39",4,pl_badwater,223,474,49,0,-1717,-237,89,-1537,180,34
3369151,"2023-12-11 11:52:58",4,pl_badwater,9434,256,16,1,1779,-3396,-201,1591,-2102,-117
3369152,"2023-12-11 11:53:22",4,pl_badwater,562,198,16,1,1630,-2264,-98,1563,-1460,-127
3369153,"2023-12-11 11:53:23",4,pl_badwater,223,474,49,0,-2139,-354,192,-2011,-337,32
3369154,"2023-12-11 11:53:40",4,pl_badwater,201,67668,16,1,-1641,-1045,49,-1537,-512,49
3369155,"2023-12-11 11:53:40",4,pl_badwater,27950,67668,20,0,,,,,,
3369156,"2023-12-11 11:53:50",4,pl_badwater,2,223,59,0,-311,-1710,17,-387,-1511,-31
3369157,"2023-12-11 11:53:52",4,pl_badwater,27950,2,16,1,-589,-1131,114,-305,-1719,11
3369158,"2023-12-11 11:54:09",4,pl_badwater,223,2,49,0,-405,-1511,-31,-306,-1719,11
3369159,"2023-12-11 11:54:15",4,pl_badwater,223,70988,49,0,-979,-785,64,-314,-698,-128
3369160,"2023-12-11 11:54:17",4,pl_badwater,223,70988,49,0,-943,-833,64,-484,-767,-60
3369161,"2023-12-11 11:54:45",4,pl_badwater,223,9434,49,0,-47,-656,-128,205,-830,-131
3369162,"2023-12-11 11:54:47",4,pl_badwater,3288,9434,16,1,-655,48,36,211,-835,-131
3369163,"2023-12-11 11:54:52",4,pl_badwater,201,562,16,1,-1172,127,-117,-1109,-36,-126
3369164,"2023-12-11 11:54:56",4,pl_badwater,198,474,20,0,,,,,,
3369165,"2023-12-11 11:54:58",4,pl_badwater,9844,3288,101,0,536,-16,-14,159,-178,52
3369166,"2023-12-11 11:55:06",4,pl_badwater,49173,9434,29,5,,,,,,
3369167,"2023-12-11 11:55:31",4,pl_badwater,223,9844,16,1,187,-55,80,418,-1,54
3369168,"2023-12-11 11:55:38",4,pl_badwater,3288,70988,16,1,-357,-1453,52,296,-1172,128
3369169,"2023-12-11 11:55:39",4,pl_badwater,2,49173,59,0,523,-995,128,1275,-976,-128
3369170,"2023-12-11 11:55:42",4,pl_badwater,201,474,16,1,-312,-1506,-27,180,-1152,128
3369171,"2023-12-11 11:55:47",4,pl_badwater,12279,27950,16,1,480,-1049,139,-46,-59,64
3369172,"2023-12-11 11:55:48",4,pl_badwater,223,67668,49,0,-330,-1394,48,-4,-1279,191
3369173,"2023-12-11 11:56:23",4,pl_badwater,9844,198,16,1,289,-1637,-31,-557,-1001,128
3369174,"2023-12-11 11:56:23",4,pl_badwater,67668,198,21,0,,,,,,
3369175,"2023-12-11 11:56:29",4,pl_badwater,9844,201,101,0,377,-694,194,267,-312,35
3369176,"2023-12-11 11:56:29",4,pl_badwater,9844,256,101,0,377,-694,194,89,-134,95
3369177,"2023-12-11 11:56:30",4,pl_badwater,9844,223,101,0,377,-694,194,283,-232,36
3369178,"2023-12-11 11:56:32",4,pl_badwater,12279,3288,16,1,168,-1442,183,-295,-551,-125
3369179,"2023-12-11 11:57:45",4,pl_badwater,9844,256,16,1,289,-303,147,-642,143,44
3369180,"2023-12-11 11:57:46",4,pl_badwater,78482,49173,16,1,1928,-4580,-159,519,-1546,128
3369181,"2023-12-11 11:57:47",4,pl_badwater,12279,49173,20,0,,,,,,
3369182,"2023-12-11 11:57:48",4,pl_badwater,67668,223,16,1,-716,-348,-56,-670,-56,64
3369183,"2023-12-11 11:57:48",4,pl_badwater,67668,223,21,0,,,,,,
3369184,"2023-12-11 11:57:51",4,pl_badwater,27950,474,59,0,-1082,625,-10,-1014,154,-128
3369185,"2023-12-11 11:57:53",4,pl_badwater,67668,27950,16,1,-783,-201,-127,-1115,648,-6
3369186,"2023-12-11 11:57:53",4,pl_badwater,67668,27950,21,0,,,,,,
3369187,"2023-12-11 11:58:14",4,pl_badwater,67668,198,16,1,-1111,-145,-127,-1095,219,-113
3369188,"2023-12-11 11:58:40",4,pl_badwater,9434,256,16,1,-680,1132,96,-1620,1148,145
3369189,"2023-12-11 11:58:41",4,pl_badwater,67668,3288,16,1,-2233,608,96,-1836,910,96
3369190,"2023-12-11 11:58:42",4,pl_badwater,67668,3288,20,0,,,,,,
3369191,"2023-12-11 11:58:44",4,pl_badwater,9434,223,21,0,,,,,,
3369192,"2023-12-11 11:58:47",4,pl_badwater,27950,12279,59,0,-468,1703,-22,-1187,1189,-3
3369193,"2023-12-11 11:58:48",4,pl_badwater,27950,9434,59,0,-468,1703,-22,-1152,1173,65
3369194,"2023-12-11 11:58:52",4,pl_badwater,27950,9434,16,1,-840,1909,-78,-1142,1129,86
3369195,"2023-12-11 11:59:09",4,pl_badwater,27950,9434,20,0,,,,,,
3369196,"2023-12-11 11:59:11",4,pl_badwater,12279,27950,16,1,-1054,1264,-20,-746,2042,-123
3369197,"2023-12-11 11:59:16",4,pl_badwater,12279,49173,16,1,-1028,1013,0,-1305,900,1
3369198,"2023-12-11 11:59:30",4,pl_badwater,201,70988,16,1,-1981,1980,96,-2367,1524,123
3369199,"2023-12-11 11:59:31",4,pl_badwater,201,70988,20,0,,,,,,
3369200,"2023-12-11 11:59:34",4,pl_badwater,223,474,16,1,-1100,2371,-127,-975,1573,-95
3369201,"2023-12-11 11:59:40",4,pl_badwater,9844,3288,101,0,-1305,1564,133,-2058,1588,96
3369202,"2023-12-11 11:59:58",4,pl_badwater,2,256,59,0,-1303,1069,21,-1287,1829,-128
3369203,"2023-12-11 11:59:58",4,pl_badwater,2,3288,59,0,-1303,1069,21,-1183,1694,-128
3369204,"2023-12-11 12:00:02",4,pl_badwater,9434,10345,29,5,,,,,,
3369205,"2023-12-11 12:01:44",4,pl_badwater,27950,67668,16,1,-1509,-1510,198,-1180,551,256
3369206,"2023-12-11 12:01:44",4,pl_badwater,9844,10345,101,0,-1540,67,193,-1357,-623,181
3369207,"2023-12-11 12:02:02",4,pl_badwater,9844,12279,101,0,-1540,67,193,-1315,-559,245
3369208,"2023-12-11 12:02:02",4,pl_badwater,9844,223,101,0,-1540,67,193,-1408,-603,128
3369209,"2023-12-11 12:02:04",4,pl_badwater,198,10345,83,2,-1160,933,256,-1450,-846,137
3369210,"2023-12-11 12:02:06",4,pl_badwater,9844,87027,16,1,-1132,633,256,-1136,487,256
3369211,"2023-12-11 12:02:10",4,pl_badwater,12279,2,16,1,-2163,53,256,-1946,279,141
3369212,"2023-12-11 12:02:13",4,pl_badwater,474,9434,20,0,,,,,,
3369213,"2023-12-11 12:02:32",4,pl_badwater,198,10345,83,2,-1849,997,256,-2274,560,256
3369214,"2023-12-11 12:02:34",4,pl_badwater,87027,9844,16,1,-1194,-78,151,-1304,2076,168
3369215,"2023-12-11 12:02:35",4,pl_badwater,198,10345,72,0,-1864,999,256,-2001,774,256
3369216,"2023-12-11 12:02:35",4,pl_badwater,198,562,72,0,-1864,999,256,-1977,769,256
3369217,"2023-12-11 12:02:36",4,pl_badwater,198,9434,72,0,-1864,999,256,-1977,769,256
3369218,"2023-12-11 12:02:37",4,pl_badwater,12279,198,16,1,-2205,717,256,-1830,997,256
3369219,"2023-12-11 12:02:39",4,pl_badwater,50111,474,16,1,-1407,-1417,448,-374,-606,128
3369220,"2023-12-11 12:03:02",4,pl_badwater,198,562,83,2,-922,2075,128,-1473,2069,128
3369221,"2023-12-11 12:03:06",4,pl_badwater,474,27950,20,0,,,,,,
3369222,"2023-12-11 12:03:07",4,pl_badwater,223,67668,20,0,,,,,,
3369223,"2023-12-11 12:03:13",4,pl_badwater,10345,3288,16,1,-1229,2417,274,-570,2028,128
3369224,"2023-12-11 12:04:06",4,pl_badwater,256,562,16,1,82,1192,-127,19,1639,-127
3369225,"2023-12-11 12:04:08",4,pl_badwater,12279,474,16,1,-469,1748,86,-136,1102,-80
3369226,"2023-12-11 12:04:47",4,pl_badwater,87027,198,16,1,-559,2171,128,-609,1819,121
3369227,"2023-12-11 12:04:53",4,pl_badwater,67668,223,16,1,-395,1443,-55,-856,2086,195
3369228,"2023-12-11 12:04:53",4,pl_badwater,67668,223,21,0,,,,,,
3369229,"2023-12-11 12:05:15",4,pl_badwater,2,87027,16,1,-679,1568,93,-707,2054,198
3369230,"2023-12-11 12:05:21",4,pl_badwater,12279,67668,16,1,-746,2042,129,-624,1578,58
3369231,"2023-12-11 12:05:22",4,pl_badwater,12279,67668,20,0,,,,,,
3369232,"2023-12-11 12:05:30",4,pl_badwater,9844,10345,16,1,-604,353,142,313,1845,128
3369233,"2023-12-11 12:05:31",4,pl_badwater,10345,198,16,1,313,1845,142,423,1770,199
3369234,"2023-12-11 12:05:40",4,pl_badwater,474,87027,16,1,19,1393,-127,-559,1326,-39
3369235,"2023-12-11 12:05:42",4,pl_badwater,12279,474,16,1,-408,1414,-80,-31,1402,-127
3369236,"2023-12-11 12:06:02",4,pl_badwater,12279,256,16,1,-408,1414,-80,-63,1514,-127
3369237,"2023-12-11 12:06:25",4,pl_badwater,9434,3288,16,1,-169,1812,320,-453,1536,-7
3369238,"2023-12-11 12:06:31",4,pl_badwater,198,12279,72,0,-548,868,-128,-552,1086,-128
3369239,"2023-12-11 12:06:31",4,pl_badwater,198,223,72,0,-548,868,-128,-388,983,-128
3369240,"2023-12-11 12:06:31",4,pl_badwater,198,9434,72,0,-452,1037,-128,-558,1258,-58
3369241,"2023-12-11 12:06:32",4,pl_badwater,198,223,72,0,-452,1037,-128,-426,1156,-128
3369242,"2023-12-11 12:06:49",4,pl_badwater,223,198,16,1,-609,1725,74,-375,1191,-127
3369243,"2023-12-11 12:06:53",4,pl_badwater,9844,50111,20,0,,,,,,
3369244,"2023-12-11 12:06:57",4,pl_badwater,474,223,16,1,-231,657,-127,-39,403,-127
3369245,"2023-12-11 12:06:59",4,pl_badwater,12279,256,16,1,-169,1160,-127,21,499,-127
3369246,"2023-12-11 12:07:16",4,pl_badwater,10345,474,16,1,-449,685,-86,-287,416,38
3369247,"2023-12-11 12:07:16",4,pl_badwater,27950,474,21,0,,,,,,
3369248,"2023-12-11 12:07:17",4,pl_badwater,67668,10345,72,0,-32,860,-121,-209,687,-85
3369249,"2023-12-11 12:07:17",4,pl_badwater,67668,87027,72,0,-32,860,-121,-152,762,-102
3369250,"2023-12-11 12:07:18",4,pl_badwater,67668,223,72,0,-32,860,-121,-140,742,-115
3369251,"2023-12-11 12:07:18",4,pl_badwater,67668,87027,72,0,-128,692,-90,-297,581,-128
3369252,"2023-12-11 12:07:19",4,pl_badwater,67668,223,72,0,-128,692,-90,-335,599,-128
3369253,"2023-12-11 12:07:19",4,pl_badwater,67668,10345,72,0,-362,699,-92,-470,738,-86
3369254,"2023-12-11 12:07:21",4,pl_badwater,27950,67668,16,1,217,-2564,521,-436,826,-107
3369255,"2023-12-11 12:09:45",4,pl_badwater,2,50111,16,1,3065,-1201,128,2889,-1502,128
3369256,"2023-12-11 12:09:58",4,pl_badwater,2,562,16,1,2813,-1636,128,1783,-1604,174
3369257,"2023-12-11 12:09:58",4,pl_badwater,2,562,20,0,,,,,,
3369258,"2023-12-11 12:10:04",4,pl_badwater,12279,3288,16,1,1336,-1219,395,1347,-1076,461
3369259,"2023-12-11 12:10:18",4,pl_badwater,3288,12279,16,1,1347,-1076,475,1241,-1280,512
3369260,"2023-12-11 12:10:21",4,pl_badwater,9434,67668,16,1,978,-1540,426,1349,-693,324
3369261,"2023-12-11 12:10:21",4,pl_badwater,9434,67668,20,0,,,,,,
3369262,"2023-12-11 12:10:23",4,pl_badwater,2,223,16,1,976,-1944,512,824,-1533,417
3369263,"2023-12-11 12:10:34",4,pl_badwater,49173,87027,29,5,,,,,,
3369264,"2023-12-11 12:10:51",4,pl_badwater,9844,10345,20,0,,,,,,
3369265,"2023-12-11 12:11:18",4,pl_badwater,50111,198,49,0,-983,-688,148,-456,-627,129
3369266,"2023-12-11 12:11:24",4,pl_badwater,12279,67668,16,1,-1043,-967,133,-799,-439,192
3369267,"2023-12-11 12:11:25",4,pl_badwater,50111,3288,49,0,-689,-547,128,-108,-604,128
3369268,"2023-12-11 12:11:29",4,pl_badwater,562,474,16,1,-1325,-605,128,-283,-737,134
3369269,"2023-12-11 12:11:29",4,pl_badwater,9434,474,21,0,,,,,,
3369270,"2023-12-11 12:11:29",4,pl_badwater,198,223,72,0,-944,-1667,448,-1202,-1577,464
3369271,"2023-12-11 12:11:31",4,pl_badwater,10345,198,16,1,-929,-1487,448,-1220,-1671,448
3369272,"2023-12-11 12:11:50",4,pl_badwater,49173,223,29,5,,,,,,
3369273,"2023-12-11 12:11:53",4,pl_badwater,3288,223,16,1,-1722,-2221,309,-887,-1422,448
3369274,"2023-12-11 12:12:04",4,pl_badwater,67668,50111,16,1,-345,-617,128,-629,-491,175
3369275,"2023-12-11 12:12:10",4,pl_badwater,67668,87027,16,1,-624,-598,128,-1485,-522,128
3369276,"2023-12-11 12:12:11",4,pl_badwater,9844,87027,20,0,,,,,,
3369277,"2023-12-11 12:12:42",4,pl_badwater,198,10345,83,2,-1491,-285,128,-1437,688,0
3369278,"2023-12-11 12:13:15",4,pl_badwater,67668,27950,16,1,-2011,2037,320,-1205,2280,166
3369279,"2023-12-11 12:13:19",4,pl_badwater,198,10345,72,0,-1455,1821,132,-1443,2052,132
3369280,"2023-12-11 12:13:21",4,pl_badwater,562,67668,16,1,-1407,2263,176,-1638,1595,130
3369281,"2023-12-11 12:13:21",4,pl_badwater,49173,10345,29,5,,,,,,
3369282,"2023-12-11 12:13:22",4,pl_badwater,3288,10345,16,1,-1695,1344,142,-1238,2292,176
3369283,"2023-12-11 12:13:23",4,pl_badwater,198,223,82,2,-1411,1946,139,-1172,2215,128
3369284,"2023-12-11 12:13:24",4,pl_badwater,256,223,16,1,-1762,1726,128,-1136,2233,128
3369285,"2023-12-11 12:13:25",4,pl_badwater,49173,562,29,5,,,,,,
3369286,"2023-12-11 12:13:27",4,pl_badwater,3288,562,16,1,-1669,1859,130,-1357,2286,128
3369287,"2023-12-11 12:13:29",4,pl_badwater,198,9434,16,1,-814,2092,128,-637,1941,179
3369288,"2023-12-11 12:13:55",4,pl_badwater,87027,3288,16,1,-8,1449,-127,-117,1378,-127
3369289,"2023-12-11 12:14:01",4,pl_badwater,10345,256,16,1,-941,740,141,-672,921,128
3369290,"2023-12-11 12:14:02",4,pl_badwater,27950,198,16,1,-669,1210,-127,-731,2150,129
3369291,"2023-12-11 12:14:04",4,pl_badwater,67668,223,16,1,-997,2264,128,-663,1812,560
3369292,"2023-12-11 12:14:26",4,pl_badwater,562,3288,72,0,-817,2178,132,-1030,2238,196
3369293,"2023-12-11 12:14:28",4,pl_badwater,9434,67668,16,1,-648,1454,-60,-240,1475,128
3369294,"2023-12-11 12:14:30",4,pl_badwater,10345,3288,16,1,-405,1195,-127,-909,1710,128
3369295,"2023-12-11 12:14:32",4,pl_badwater,2,9434,16,1,-514,1720,72,-589,1278,-117
3369296,"2023-12-11 12:14:48",4,pl_badwater,2,87027,16,1,-582,812,-127,-792,912,-127
3369297,"2023-12-11 12:14:48",4,pl_badwater,2,87027,20,0,,,,,,
3369298,"2023-12-11 12:14:50",4,pl_badwater,562,474,72,0,-479,1235,-128,-530,1280,-128
3369299,"2023-12-11 12:14:51",4,pl_badwater,562,3288,72,0,-479,1235,-128,-527,1213,-128
3369300,"2023-12-11 12:14:52",4,pl_badwater,198,27950,72,0,-1071,2054,128,-932,2019,128
3369301,"2023-12-11 12:14:56",4,pl_badwater,223,474,16,1,-483,1834,506,-391,1581,49
3369302,"2023-12-11 12:15:04",4,pl_badwater,198,10345,72,0,-958,1463,128,-859,1664,178
3369303,"2023-12-11 12:15:05",4,pl_badwater,10345,198,20,0,,,,,,
3369304,"2023-12-11 12:15:22",4,pl_badwater,9844,9434,16,1,-1491,2370,132,130,2031,128
3369305,"2023-12-11 12:15:27",4,pl_badwater,49173,87027,29,5,,,,,,
3369306,"2023-12-11 12:15:51",4,pl_badwater,2,562,16,1,-1733,1810,128,-1421,2205,128
3369307,"2023-12-11 12:15:58",4,pl_badwater,2,27950,16,1,-1493,1766,128,-1111,2029,128
3369308,"2023-12-11 12:15:59",4,pl_badwater,67668,27950,20,0,,,,,,
3369309,"2023-12-11 12:16:13",4,pl_badwater,12279,49173,16,1,252,1543,-127,517,1460,-127
3369310,"2023-12-11 12:16:23",4,pl_badwater,2,10345,16,1,-602,935,-127,-210,1368,-112
3369311,"2023-12-11 12:16:27",4,pl_badwater,10345,67668,16,1,-210,1368,-98,-368,946,-127
3369312,"2023-12-11 12:16:45",4,pl_badwater,223,2,16,1,-408,956,691,-392,791,-127
3369313,"2023-12-11 12:16:45",4,pl_badwater,562,2,21,0,,,,,,
3369314,"2023-12-11 12:16:49",4,pl_badwater,27950,474,16,1,-619,855,-127,390,1141,128
